code,name,flag,pct_chg,amount,volume,market_cap,turnover,amount_ratio,subjects_count,count
002047,ST宝鹰,-1,5.06,263632523.35,457607.53,8809404906.33,0.35,2.9926257920165162,8,11
002837,英维克,-1,9.41,10129168977.42,847986.84,118241384376.36,0.02,8.5665175782948,48,41
002058,ST威尔,-1,4.98,89229897.75,39239.75,3295008186.04,0,2.7080326576438067,12,5
002432,九安医疗,-1,6.54,3366467379.34,421597.48,37328256421.2,0.46,9.018549758536452,18,21
600367,红星发展,-1,4.73,1390406812,615754.17,7631098277.740001,-0.22,18.220271334413717,27,23
002475,立讯精密,-1,10.01,25188235806.75,3929268.63,478907785110.72003,0,5.259516881924703,38,43
000977,浪潮信息,-1,7.17,10962102359.42,1486776.09,107375013013.6,0,10.209174417544938,34,51
002528,ST英飞拓,-1,2.42,421356482.48,760070.86,6604699701.82,-0.9,6.379646335228389,9,13
688227,品高股份,-1,15.09,2762722663,237039.65,13189028381.5,0.14,20.94712804527147,20,15
603052,可川科技,3,10.01,1726232187,193844.33,17228301786.579998,0,10.019746626128004,33,17
002273,水晶光电,-1,7.37,3984240885.68,1285025.17,43359912650.78,0.26,9.188765940948748,24,39
002962,五方光电,-1,4.21,883949020.38,482647.29,5273309564.16,-0.06,16.762699204836206,16,23
600156,华升股份,3,10.04,356683754,356662.17,4097508053.3799996,0,8.704894520116307,31,25
000949,新乡化纤,-1,9.99,995968875.31,1279008.66,13321475372.88,0,7.476415692946473,10,9
003041,真爱美家,-1,6.21,590584250.18,95078.71,8837280000,-0.13,6.682873578521898,24,9
600961,株冶集团,3,10,123611281,50868.84,26070806682.9,0,0.47413677107688956,16,9
002297,博云新材,6,10.01,1657136261.28,864474.16,11152619777.74,0,14.858717452087362,34,13
603822,ST嘉澳,-1,2.74,127040006,14667.7,6663877351.639999,-0.02,1.9063977215717378,7,11
001366,播恩集团,-1,9.99,149340846,98531,2511428400,0,5.946450474160442,3,5
603139,康惠股份,-1,8.03,314371062,96443.02,3250095200,-0.21,9.672672418949452,15,7
001229,魅视科技,-1,9.99,122899920.81,31399.99,4105231605,0,2.993739029493806,11,13
601002,晋亿实业,-1,7.92,807596256,1229868.4,6375664009.599999,0.15,12.66685720552372,8,5
003004,ST声迅,-1,4.85,50311124,15161,2741573216.07,0,1.8351187451459046,2,3
002392,北京利尔,-1,8.67,481845680.68,622647.19,9250113819.029999,0,5.209078397378337,7,9
000778,新兴铸管,-1,6.5,779347160.03,1627970.67,18825115853.75,0,4.139932875232492,4,5
603021,ST华鹏,-1,2.56,104038777,128439,2565983521.4,0.12,4.0545380019913955,5,7
000929,ST兰黄,-1,3.73,53187972.43,50301.66,1963546620,0,2.7087705424585233,2,3
002580,圣阳股份,-1,7.91,3503538278.73,1048991.11,14977676769,-0.9,23.391733796668905,41,11
002940,昂利康,-1,1.63,2482731097.27,605739.07,8028781802.799999,-0.13,30.92288666263367,37,3
603268,松发股份,3,10,1744684384,132401.1,129443578922.02,0,1.3478338582179041,2,1
